publishedAt,authorDisplayName,textDisplay,likeCount,Type
2024-09-24T12:18:01Z,@agniarizkiani8011,😊😊😊😊😊😅😅😅,0,Comment
2024-09-24T09:20:07Z,@RonySinaga-vz1wm,aku takut di buat mati sama pikiranku sendiri,0,Comment
2024-09-23T12:43:05Z,@SaharaNasution-l7e,Capek banget jadi orang dewasa😭😭😭,1,Comment
2024-09-23T06:45:38Z,@MiraNyerot,&quot;Dia pergi tampa pamit &quot;seperti diri nya😢,1,Comment
2024-09-23T00:47:53Z,@putriwidya5163,Pak ini jalanya ke mana,0,Comment
2024-09-22T18:02:44Z,@rianaryana8104,"Blm mnemukan jati diri , hingga tak tau harus melangkah kan kaki kmana ssehingga bisa merubah keadaan ini smua menjadi lebih baik 😢",0,Comment
2024-09-22T14:21:23Z,@ridhopaul9417,p,0,Comment
2024-09-22T06:33:58Z,@Nadia-mv1fn,"2023 kenangan yang terakhir aku bersama si dia , dan hingga sekarang aku rasa tidak perlu meminta dia kembali lagi",0,Comment
2024-09-21T14:26:32Z,@VanisaIsa,&quot;Senyuman seindah senja walaupun luka sedalam samudra&quot;,0,Comment
2024-09-21T11:58:44Z,@parellpratama4797,Padahal dia tau Aku dari keluarga hancur tapi dia Malah ngancurin aku lagi jahat bngt ya dia,0,Comment
2024-09-21T09:41:58Z,@refarefia4043,Kangen sama kucing gw yg udh mati😢,1,Comment
2024-09-20T19:52:13Z,@dedetalia2753,Aku seorang ibu 2 anak tapi saat ini aku butuh ibu 😭😭😭,0,Comment
2024-09-20T12:03:36Z,@vivitsariana6722,Cape sih tiap hari dibikin nangis sakit banget,0,Comment
2024-09-20T06:23:42Z,@DiahUtami-h6x,Ya Allah..aq ingin hidup q ke depan lebih baik lagi dan lebih bahagia dri hari&quot; sebelumnya...capek ya Allah..😔😔,0,Comment
2024-09-19T14:47:41Z,@FahmikOcak-ni9bs,☹️☹️,0,Comment
2024-09-18T12:19:03Z,@JoshuaMoniz-ts6ms,Lela dengan hidup jadi orang tidak berguna untuk ibu maaf aya aku belun bisa jadi orang yang aya mau 😞,0,Comment
2024-09-18T02:39:55Z,@bila0325,"seberattt inii cobaan ketikaa dewasaa?yaa allahh bilaaa gaa kuatt bilaa gaa sekuatt inii bilaa capee,batinn billlaa selaluu tersiksaa billaa udaa capee sama semuaa inii:)",0,Comment
2024-09-18T02:39:18Z,@bila0325,"seberattt inii cobaan ketikaa dewasaa?yaa allahh bilaaa gaa kuatt bilaa gaa sekuatt inii bilaa capee,batinn billlaa selaluu tersiksaa billaa udaa capee sama semuaa inii:)",0,Comment
2024-09-17T09:48:17Z,@roslianatambunan2226,p,0,Comment
2024-09-17T09:28:34Z,@darwantirara449,😢😢,0,Comment
2024-09-16T23:45:18Z,@saipurrohman2741,dia sudah sama yang lain😢,0,Comment
2024-09-16T15:26:24Z,@MusicFtx,Gw berantakan karena masalah yang gw bikin sendiri😅 anj emang bener bener lu mah,0,Comment
2024-09-15T01:12:55Z,@あに-q2l,💗💗,0,Comment
2024-09-14T21:36:03Z,@rifkiahmad8373,Ingin Kembali Pulang Tapi Tak tau Mau kembali ke mana lagii pengen banget balik seperti dulu walaupun sedihh tpi terlihat dan skrng senyum tetapi terasa sedih:)😊,2,Comment
2024-09-14T00:13:26Z,@Fvg_01,boleh cape juga gak si ☹️,0,Comment
2024-09-13T13:34:41Z,@Video-22-18,"Yuk kuat yuk pasti bisa suatu hari nanti punya  tempat pasti untuk pulang, punya tempat untuk bersandar, punya segalanya yang tidak bisa kita miliki di dunia ini akan kita dapatkan di sisi Tuhan nanti",0,Comment
2024-09-13T13:28:46Z,@Video-22-18,Bu kembalikan ak ke perutmu ak capek bu,1,Comment
2024-09-13T07:47:35Z,@babasamat236,Foto masa kecil ku memang jelek tapi senyum itu tidak palsu🤍<br>-kenyataan,0,Comment
2024-09-13T07:11:45Z,@Andhika_JakartansTV,&quot;TUHANN AKU CAPEE&quot;,1,Comment
2024-09-13T05:37:27Z,@harda6542,Sekolah sambil liat ekonomi keluarga😢,1,Comment
2024-09-12T13:35:23Z,@michirita,"yuk perbaiki dirimu sendiri,sayangi dirimu,bahagiakan dirimu sendiri.semangat😊",2,Comment
2024-09-11T23:57:56Z,@Anatasha06,"Andaikan bisa putar waktu, pengen balik lagi ke masa dimana bebas tertawa tanpa beban😢 ternyata sesakit ini rasanya dewasa ya Allah🙃",0,Comment
2024-09-11T10:54:01Z,@TazkiyaAzzahra-pv4hr,Sakitttttt! Banget jdi anak pertama selalu disalahkan dan apa apa aku yang disalahin padahal bukan aku adik aku yang bohong aku yang dituduh sakittt banget selalu serba salah klo mereka ada mau pasti mereka baik sama aku. Adik aku pernah nangis sama adek ku yg ke 2 dan yang disalahin malah aku😊 aku 5 bersaudara dan aku anak pertama😊🎉🎉,0,Comment
2024-09-11T05:10:09Z,@hendrynadiarospisyah-8500,Bukan takut disakiti tapi takut menyakiti,0,Comment
2024-09-09T13:05:33Z,@melda3853,"takut tambah dewasa, takut aku kecewa;(",1,Comment
2024-09-09T12:54:57Z,@SaelianiCicilia,Ma ;),0,Comment
2024-09-08T15:15:21Z,@oliviapanjaitan4167,Akuuuu ingin happiness.,0,Comment
2024-09-08T10:22:54Z,@angelisawijaya9081,seketika kamarku banjir njayy😭,0,Comment
2024-09-07T16:42:37Z,@jhoo656,.,0,Comment
2024-09-07T02:39:46Z,@JuanTopu-fb6wc,"Bohong!! kalau tidak sakit hati melihat teman seumuran sudah meraih apa yang mereka inginkan,, setiap hari memotivasi diri sendiri suatu saat bisa sperti mereka. <br>  Tapi kenyataan tdk seindah kata&quot; Motifasi,, berbagai usaha diringi dngan doa sdah dilakukan semuanya bahkan di coba berulang ulang kali, kesana kemari tanpa rasa bosan, cape dan lelah,untuk terus mencoba tapi semuanya hanya berakhir pada kegagalan. <br> Apakah semuanya Adil ya Tuhan 🥺",6,Comment
2024-09-07T00:24:29Z,@DenisAloy,Nikah muda rasa nya soswit banget,0,Comment
2024-09-06T17:47:49Z,@Bella-k4e6t,Dah capek,0,Comment
2024-09-06T17:47:32Z,@Bella-k4e6t,"pergi tanpa pamrih pergi tanpa pamit akan kesana-kemari tanpa arah seta ratsan makian <a href=""https://www.youtube.com/watch?v=qwWfBoteiy8&amp;t=52"">0:52</a>",0,Comment
2024-09-06T17:43:14Z,@Bella-k4e6t,sekedar berandai menatapi diri ini berpencar pergi tuk mencari apa yang lama di cari,0,Comment
2024-09-06T15:41:57Z,@zainalandi,Bu sesungguhnya aku tidak sekuat itu😢😢😢,0,Comment
2024-09-06T10:04:07Z,@BlackWkw,😇,0,Comment
2024-09-05T14:46:50Z,@Kelincibersayap,"Pengen pulng ke tuhan, tp juga pengen ketemu ank dalm kandungan..😔",0,Comment
2024-09-04T14:22:14Z,@SitiFatimah-lc5oc,"Aku di bilang beban keluarga, dan kata ibu aku, kamu lebih baik g ada di dunia ini! 😢 <br>Bentar lagi aku ultah tanggal 20 dan berdoa agar aku cepat meninggal, do&#39;ain yah karna ibu ku pasti dah capek, dan misalkan aku dah ga ada berarti kalian jan sedih lagi, aku pasti bakal sama nenek kok, nek tunggu cucu mu nyusul yah ☺☺",0,Comment
2024-09-04T14:24:35Z,@SitiFatimah-lc5oc,"Kalian jan telat makan yh, kalian jan kek aku, kalian harus bahagiain kedua orang tua kalian dulu 😊 jan telat makan 😊<br>Mungkin ini pesan terakhir ku... Kalian harus ingat yh <br>Assalamualaikum warahmatullahi wabarakatuh ☺☺",0,Reply
2024-09-04T13:45:16Z,@PRO2FM,"Hidup indah bila mencari berkah<br><br><del>Anjongan, Kalimantan Barat (4 sep 2024</del>",1,Comment
2024-09-04T10:13:31Z,@mbahuntung6673,Papa ku pergi ke sisi Tuhan gak ada pernah pamit sama aku 😢,0,Comment
2024-09-03T12:07:23Z,@ZahraMaharati,Bikin trauma lagu Ini 😭,0,Comment
2024-09-03T02:24:09Z,@FalahMakarim-c1g,"<a href=""https://www.youtube.com/watch?v=qwWfBoteiy8&amp;t=50"">0:50</a>",0,Comment
2024-09-02T16:28:17Z,@juyajuya95,"Pulang , tapi kemana?",0,Comment
2024-09-02T15:12:40Z,@Bella-k4e6t,😀😁😕😔,0,Comment
2024-09-02T14:04:13Z,@RedmiRedm-yg9hk,Kntl,0,Comment
2024-09-02T13:42:50Z,@SelvidesriaNiva,Dibuat hancur oleh keluarga sendiri😢,0,Comment
2024-09-02T12:42:54Z,@Shrimpanzee451,aku kenal Feby Putri ni sebelum dia famous lagi srs,0,Comment
2024-09-01T23:47:15Z,@err2874,Dulu hahahaa🤣🤣🤣....sekarang huhhhhh hmmm😪😪😪,0,Comment
2024-09-01T18:11:18Z,@mashard1905,yang mengobati juga bisa tersakiti,0,Comment
2024-09-01T11:16:29Z,@prilee-uq8th,"ayah udh bahagia sma keluarga barunya,ibu jg udh bahagia sma kluargaa barunya,tinggal ank tunggalny ini.",0,Comment
2024-09-01T09:17:45Z,@X2PUNYACERITA,"pas kecil lihat televisi ,lihat siaran tentang ibu tiri yang jahat,terus diriku yang masih kecil ini berkata &quot; aku nanti pas besar pokoknya gamau punya ibu tiri,soalnya jahat &quot;. hai dea kecil lihat dirimu sekarang udah besar dan memiliki ibu sekaligus bapak tiri hehe.",0,Comment
2024-08-31T12:28:31Z,@indahauliyah8178,aku memangg bukan anak yg bisa dibanggakan tapi aku jugaa pengen ngerasain bahagia 😊,0,Comment
2024-08-29T16:34:42Z,@GeyasLoss,&quot;rasa sakit rasa kecewa membuat kita semakin mengerti arti dunia ini yang tidak sempurna&quot;,0,Comment
2024-08-28T15:21:55Z,@zelaww,yah?perkataan ayah sakit banget☹️,0,Comment
2024-08-28T15:05:14Z,@Khalilah_Suhaila,:),0,Comment
2024-08-28T13:40:19Z,@_iyo.official_1364,ttor larii dongg!!!<br>lari dri knyataan,0,Comment
2024-08-28T13:37:15Z,@_iyo.official_1364,maa...akuuu brntakann,0,Comment
2024-08-28T12:58:43Z,@ChandaChanda-fw3ny,Aku capek,0,Comment
2024-08-28T08:19:12Z,@Mel-w4x,🎉,0,Comment
2024-08-27T14:21:11Z,@nindiiiv5266,Diluar sana kau tertawa lebar sampai lupa luka yang kau tanggung saat kau suda sendirian meratapi betapa bahagia yang aku alami hanya sementara dan palsu,1,Comment
2024-08-26T14:21:34Z,@Dyyna86,Nggak harus kan menyenangkan semua orang:(,0,Comment
2024-08-25T07:59:40Z,@novarianti3577,trauma sama keinginan sendiri.,1,Comment
2024-08-25T07:34:51Z,@dhifasyahla4600,"Entah mengapa setiap hal&quot; buruk yg di lontar kan untuk ku membuat ku tak percaya diri lg,bisa di bilang sekarang aku seorang yg pesimis.....",0,Comment
2024-08-25T03:20:30Z,@ra-ij6cw,"Gak ada yg dengar yg anehnya, aku benar-benar patah dan rapuh.",0,Comment
2024-08-24T15:47:26Z,@habiiboo.,:((,0,Comment
2024-08-24T13:07:45Z,@bagassssssssskt,bapak gak ada<br>mamak pindah kota<br>😊,2,Comment
2024-08-24T11:06:26Z,@nurulnatasha5324,"aku bingung. apa aku kurang beruntung ya? atau kurang bersyukur? nangis terus, semakin dewasa semakin banyak juga air mata. ternyata dewasa itu tak seindah yang aku pikirkan yah 🥀",0,Comment
2024-08-24T06:38:45Z,@KalilaAgatha,"Kak keluarga gw Cemara, tapi gw kayak ga punya keluarga",0,Comment
2024-08-23T10:27:39Z,@user-he5yt7tk2w,pllsss ini bgsss bgttt,1,Comment
2024-08-22T17:00:13Z,@ratihfitriani6209,"&quot;lihat tuh dia bisa dapat ranking satu,kamu gimana hah??!!&quot; learning also requires affection, Mom",0,Comment
2024-08-22T16:54:44Z,@ratihfitriani6209,"iyaa,akuu tauu aku sangatt jelekk,&quot; i also know I&#39;m ugly but please respect me &quot;",2,Comment
2024-08-22T14:30:44Z,@relmianyar484,langsung nangis pas lagu jiwa yang bersedih. aku cape bgtt💌,1,Comment
2024-08-22T12:44:59Z,@Dwggb1ski,"Dipaksa untuk matang dari segi ekonomi. Gw ngak memberontak sama sekali atau mintak itu ini sama mama, tapi gw juga punya keinginan. Kan gw masih kecil? umur gw masih 14 tahun, bukankah aku sedang bermain sama teman-teman, bermain dengan boneka? Itu yang pernah terlintas di kepala gw tapi aku harus faham keadaan mama. Kita ngak punya wang yang banyak, bukan juga terlahir dari keluarga yang senang. Mama juga baru pertama kali hidup, bukan 2, bukan 3. Jadi gw harus fahami dia. Gapapa ya mama, semoga mama kuat terus. Adik ngak bakal minta apa-apa ke mama ya, tapi adik sedih. Sedih karna adik ngak punya temen di sekolah karna adik bukan dari keluarga yang senang, kaya, mewah. Tapi adik ngak salahkan mama kok. Adik akan cuba hidup ya… Adik lelah, Adik mahu pejam kan mata sebentar, tapi takut tidak terbuka lagi buat liat mama hari-hari. Adik &quot;takut&quot;",1,Comment
2024-08-21T08:38:03Z,@Vira659,"Tuhan... Aku butuh didengar juga tuhan.. karena pendengar juga butuh didengar. Aku sering mendengarkan cerita, keluh kesah orang lain tapi giliran aku yang bercerita mereka malah gapeduli sama aku padahal luka yang aku alami lebih sakit daripada punya mereka , tapi mereka sering merasa luka yang mereka alami paling menyakitkan tuhan. Aku ingin didengar sekali saja sekali karena aku sudah berkali kali menenangkan orang lain tapi aku? Aku menenangkan diriku sendiri bukan orang lain yang menenangkan aku. Aku kalau boleh memilih hidup atau mati aku lebih memilih mati daripada hidup karena dunia ini jahat... Tidak apa apa jika kematianku tidak ada yang menangis tapi setidaknya aku bisa tenang.. aku juga butuh istirahat",5,Comment
2024-08-21T07:05:37Z,@radhiyantorabbani1841,anjassssss,0,Comment
2024-08-21T06:20:36Z,@harishusainy9426,break=awal putus:(,0,Comment
2024-08-19T14:25:47Z,@JeniSyafira,gabole terlalu berlebihan berharap,0,Comment
2024-08-19T07:36:25Z,@norpianisapianna6622,Ku kira orang tua adalah rumah ternyata aku tak ada tempat berlindung,1,Comment
2024-08-18T14:14:19Z,@_Minionminion,"Gw gk mau kalo gw punya anak trs gw bentak gw marahin gw siksa,Gak akan kek <a href=""http://gtu.gw/"">gtu.Gw</a> gak mau anak gw jadi kek gw...Dulunya Ortu ku cerai 2 kali.Ampe ampe gw trauma bgt ama bentakan sama orang gendut,Soalnya orang gendut yg make masker item itu bapak tiri gw yg nyiksa emak gw.Jadi ya gtu deh😁",1,Comment
2024-08-18T13:44:12Z,@whiecute3133,Ingin pulang ke rumah yg ada mamahnya....rindu rasanya menjadi seorang anak kembali,0,Comment
2024-08-18T13:08:55Z,@AiraSaja-e8b,Aku trawma melihat mama papa ku 🥹😞😞,5,Comment
2024-08-18T13:07:50Z,@AiraSaja-e8b,Aku trawma,1,Comment
2024-08-18T12:35:36Z,@wardursri,amat sedih loh ketika pacar gw ucapi gw pelacur😊,0,Comment
2024-08-18T12:08:20Z,@love_self655,"mama, papa kenapa kalian membeda beda kan?",1,Comment
2024-08-18T09:17:05Z,@ekselklik,sederas apapun badai semua akan berlalu🙂,1,Comment
2024-08-17T18:40:30Z,@RafKa-qt1by,01.40,1,Comment
2024-08-17T09:28:49Z,@daffarezky,"<a href=""https://www.youtube.com/watch?v=qwWfBoteiy8&amp;t=12"">0:12</a>",0,Comment
2024-08-17T02:05:39Z,@AyuAristini,"Padahal awalnya nonton mv ini krn iseng, gatau kenapa pas denger liriknya, liat ilustrasinya, lgsg netes sendiri air mataku. Kayaknya aku se peka itu deh, bingung sendiri wkwkw",0,Comment
2024-08-16T12:49:02Z,@RaysyaFitri,"&quot;Dulu pas kecil mikir banyak, bercita-cita banyak, pengen jadi ini jadi itu. pas udah gedenya, bermimpi aja udah takut. Takut di judge orang, takut ga kesampaian, takut malah mengecewakan orang-orang tersayang. Jika seandainya waktu bisa diputar, rasanya pengen balik ke masa yang dulu&quot;",8,Comment
2024-08-15T15:18:42Z,@putrikhansastory,"Denger lagu nya masih santai, pas bacain comment berasa berkaca pada diri ini 🥲<br>begitu pun, hidup tetap harus berjalan .<br>Sehat semangat untuk kita semua yaa..",0,Comment
2024-08-15T06:34:09Z,@nella7894,"Aku tau aku tak secantik dengan wanita diluar sana,tapi aku hanya ingin dihargai olehmu bukan hanya dikasihani,dan aku pun sadar diri bahwa aku tak layak untukmu:)<br>Dan seharusnya kamu beruntung mempunyai wanita sepertiku yang sudab tau kau selingkuh tapi aku memilih untuk bertahan denganmu.",0,Comment
2024-08-15T14:46:38Z,@kafkabact2388,"kak, semangattt ya",0,Reply
2024-08-15T00:39:56Z,@prasyt06,Meranjak dewasa tapi orang tua sudah tiada🥲,0,Comment
2024-08-14T12:58:18Z,@mastrihendradipura9969,Aku gk sekuat itu buat nimbun semuanya ssendiri,0,Comment
2024-08-13T18:23:04Z,@nandawohu1280,part tersedih bagiku disaat mendengar lagu&quot; LEMBU DAH BELI DAH BELAH&quot;,0,Comment
2024-08-13T13:37:58Z,@NazwaCantik-gl9nt,"Yaallah aku ingin pulang di hadapan mu,aku capek yaallah,semua orang jahat..aku capek dibully..aku capek disia siain..aku capek gk didengar..kenapa cuma hidup ku yg begini yaallah??..knp mereka gk ngerti kalo aku juga capek..knp aku selalu gagal dalam segala hal..knp aku hidup..??",7,Comment
2024-09-15T12:55:07Z,@bangbangsuganda6036,haai..apa kabar kamu sekarang?,0,Reply
2024-08-13T12:42:34Z,@violaofficial4259,Berjuang sndri itu tdk mudh tpi aku bisa..,3,Comment
2024-08-12T13:38:32Z,@NazlaDahlia-u5e,"Sal aku gak prnah liat muka ibu samsek dan gaada juga fotonya mungkin ibu udh disurga y?, dan aku diumur 3th ayah pun malah nyusul ibu:(, aku skrg beranjak dewasa tanpa ortu tpi mungkin orang lain gak bakal ada yang sekuat aku🥹🫂.",0,Comment
2024-08-12T11:20:29Z,@Aprillia-rb9fl,Ini lagu sangat mewakili perasaan saya😢,0,Comment
2024-08-12T06:08:00Z,@Berkahsatudua,Ttp inget tuhan meski sudah d tinggal pacar 😢,1,Comment
2024-08-11T18:18:21Z,@NovebriaAnanda,"bagian terindahnya adalah merelakan orang-orang yang gagal dalam memahami diri ini, tidak mengumpati tentang apa-apa yang kita harapkan namun tidak pernah berhasil  kita dapatkan, memberikan senyum terindah untuk mereka yang dengan sengaja atau tanpa sengaja menyakiti, menyikapi dengan dewasa atas pembenaran pembenaran personal yang saling berbenturan, meyakini bahwa setiap perjalanan hanyalah tentang ikhlas dan kehilangan, karena semuanya hanya berpulang tidak pernah benar-benar pergi, kita saja yang terkadang terlalu naif untuk menyadari. dan terlebih lagi, tentang menangkap ungkapan-ungkapan maaf yang bertaburan tanpa pernah menang melawan ego untuk terucapkan.",2,Comment
2024-08-11T15:38:15Z,@trianisa7800,"dulu sblm sweetseventeen papaku janji mau ke dufan bareng bareng, 3 bulan sebelumnya papa meninggal dan papaku sudah bilang minta maaf gabisa nemenin sampai sweetseventeen dan akhirnya papaku datang ke mimpi aku cmn ngajak aku ke dufan, cuman saat itu aku gamau bangun dari tidur biar terus sama papaku, makasih pah sekarang aku udh kepala 2",0,Comment
2024-08-11T04:49:14Z,@smpremaja,mending daftar smp remaja sekarang aja,0,Comment
2024-08-11T01:12:04Z,@annisadatuela3439,Dewasa? Pahit yaa,2,Comment
2024-08-10T13:35:54Z,@nisfusablon,pengen memiliki dia banget sampai akhirnya,0,Comment
2024-08-10T10:47:18Z,@nurilmaulidanm1826,laguuu nya enakk&#39; bngett,0,Comment
2024-08-10T09:23:04Z,@yundayuvira8644,hnmkoljhgfdcsaevybntr🍉,0,Comment
2024-08-10T07:28:12Z,@JabatanFungsionalDLHKotaBontan,TAIK KEINGET TNF🥲😭😭😭😭,0,Comment
2024-08-09T12:45:46Z,@NatsuNatsume-zy7uj,Bertengkar dengan diri sendiri,0,Comment
2024-08-09T09:12:52Z,@CreamCurry_Cute,Ini mimpi?aku ketemu medusa😕,0,Comment
2024-08-09T05:32:42Z,@Akram-u1i6v,&quot;Dibuat trauma sama ayah sendiri itu ngk akan hilang&quot;,1,Comment
2024-08-08T16:57:18Z,@KikiAhmadM,😢,0,Comment
2024-08-08T14:17:19Z,@pandusejati2797,"Lagunya tenang dan haru, tapi kenapa kalimat sampai jadi debu , maksudnya sampai jadi debu apa karena  meninggal dikremasi kah ?",0,Comment
2024-08-08T09:56:33Z,@TriAchmad,"&quot;Dalam sunyi merenung, dalam ramai tak bersuara&quot;",1,Comment
2024-08-08T07:14:59Z,@fitriani120fitri,cape bgt ya Allah🙂,0,Comment
2024-08-06T12:58:50Z,@noliamarwidia6049,"&quot;KEMBALI AKU DI ERA 2020 BERSAMA ORANG ITU, KARENA YANG SEKARANG SANGAT BEDA* <a href=""https://www.youtube.com/watch?v=qwWfBoteiy8&amp;t=66"">1:06</a>",1,Comment
2024-08-05T15:26:37Z,@nadyaofficial043,😻😻,0,Comment
2024-08-04T19:07:23Z,@EditZzGame,&quot;gk ada yg busa buat aku aman kalau gk sama ayah aku sendiri&quot;,0,Comment
2024-08-02T12:02:58Z,@Ngurheka20,aku mungkin ga seperti keluarga cemara yang lain 😅,0,Comment
2024-08-01T16:50:48Z,@ilmanaly1743,Aku akan kembali kesini setelah semua masalah ekonomi masalah hidup yang berat ini terselesaikan hha,0,Comment
2024-07-31T14:47:07Z,@leeend4223,i dont understand indonesian but the music sounds so nice,0,Comment
2024-07-30T03:27:51Z,@Handii-lt7mh,&quot;Pura-pura&#39;mengikhlaskan kepergian mu itu sandiwara paling menyakitkan &quot;<br> 30 juli 2024,3,Comment
2024-07-29T19:18:32Z,@helz9649,"pengen punya tempat buqt bercerita,tentang apa yanh dirasa,tentang isi hati yanh selalu merasakan perih dan tekanan tentang arah hidup,mungkin begini yaa rasanya tidak punya sosok ayah🥺,ternyata jadi dewasa tidak sesenang apa yang aku bayangkan dulu,,entahlahh semua begitu terasa berat,ingin punya rumah tempat bercerita tempat menghilangkan rasa penat akan kerasanya dunia🥺",0,Comment
2024-07-29T19:19:12Z,@helz9649,please help me,0,Reply
2024-07-29T12:00:44Z,@CHECHVELOPER,Ibu...aku hancur!!,0,Comment
2024-08-08T12:51:09Z,@Shasha8-yh8xc,𝖲𝖾𝗆𝖺𝗇𝗀𝖺𝗍 ya,0,Reply
2024-07-28T14:26:32Z,@VinoGanteng-t8s,Haiii kamu pasti kuat kamu harus janji sama diri sendiri untuk sukses dan berhasil walaupun itu semua berat <br><br>Harus janji,0,Comment
2024-07-28T09:07:12Z,@AsmaulHusna-y8q,Dulu aku pengem cepet dewasa eh pas udah dewasa nyesel :&lt;,0,Comment
2024-07-28T04:58:31Z,@essyghania2477,ma...paa.. anak mu yang cantik ini sudah merasakan pahit nya dunia,1,Comment
2024-07-27T10:32:36Z,@user-ry9ks3cj6m,"Abang,dimanakah engkau sekarang? Mengapa aku rindu sekali padamu? Aku ingin tidur,bermain,berkelahi bersamamu sekali lagi. <a href=""https://www.youtube.com/watch?v=qwWfBoteiy8&amp;t=325"">5:25</a>",10,Comment
